,processed_review,RegistrationIssues,Notification Issues,Slack Desktop/Mobile App Issues,Interface Issues
171,The app is a little awkward If I start a conversation in the desktop version the last few messages in the convo are not always shown in the app That makes it difficult to switch from the desktop to the app if I need to continue my convo on my phone That may be a problem with my wifi connection but I havent seen a way to refresh where it will sych with the desktop chat history,0.604176438,0.008812194,0.008768798,0.37824257
172,The consistent issues with this app for the past 34 months has been pretty bad Examples: my drafts dont work I cant edit a draft message when I click the text field it takes me to a new message My groups I organize my messages in doesnt save on the app from when I make edits on the desktop Ive had to reinstall the app 4 times because it lasts for days without updating Proper notifications dont come through and I dont see messages HUNDREDS of times over the past few months,0.006045645,0.006273619,0.52868084,0.458999896
173,Its a big hassle to navigate the layout especially in opening various chats Im part of Nonintuitive layout/navigation Also not sure if this has online storage (which I would really like to avoid using all my phone storage) Additionally if you have a Slack account with any given email and you delete that Slack account you can create a new Slack account with the same email right,0.007152057,0.374355339,0.007356976,0.611135628
174,I would have had a five star rating before the most recent update I did not update for about 3 months but I decided to update about a week ago and have been having such a bad experience I think there might be some sort of memory leak because about 30 seconds into having the app open things start to slow down exponentially to the point that you have to wait 30 seconds from when you actually tap on the text input field before the keyboard shows up and you can start typing Unusable,0.006525625,0.006365827,0.366384349,0.620724199
175,This design SUCKS I dont want the main panel to be a long list of TEXT names of channels and people This does not facilitate quickly navigating conversations I also need to be able to quickly switch between conversations without going back to this HORRENDOUS main page of TEXT names Unbelievable I can see this being the start of Slacks decline all because some idiot had the idea to fix a brilliant design that was never broke Not ok the app constantly freezes and crashes my phone now,0.006054312,0.006087302,0.981757409,0.006100977
176,Idk what happened but the last update made the app lag crash and delay notifications by hours Sometimes I cant even type or read a message it lags so bad Before the update 5 stars But until it gets fixed 1 for sure Its that unusable Ive resorted to going to the web app on my phone Yikes,0.010293905,0.969073613,0.010395664,0.010236817
177,You KNOW your new UI is bad when you have to include a tutorial that explains how to use it to someone whos been using your app for years I happen to think the new design is also ugly but thats just my opinion Usability is undeniably worse so its no surprise to see that other recent reviews seem to reflect that And after trying to use it for a day Im also already noticing the slowness and endless loading screens that other users are reporting I thought Slack had better QA than this,0.007240057,0.007415808,0.9777318,0.007612335
178,Since the update it SUCKS Like the others swipe to move between conversations It was there before the update now its the only option Come on think before removing things because you think it might be better I cant even downgrade to the better interface because it doesnt have an option to remove updates Smooth move folks,0.012140558,0.012148437,0.96397443,0.011736575
179,This was a good app but all of a sudden there is a major issue with it and my S8+ It doesnt ever notify me when I have been pinged I have to open the app and see if anyone has reached out to me which isnt ok if Im away This is definitely some kind of update issue as everything else has been checked on including Slack tech support Whatever you guys did fix it,0.009652846,0.009806622,0.010290468,0.970250063
180,Notifications suddenly stopped working even when turning off batteryrelated optimizations for the slack app Also the / button is gone so I have to hunt for it on the Android keyboard and my particular setup does have the / in an easy to access location I still like slack for chatting with my friend groups and family,0.388562352,0.277390283,0.322278739,0.011768626
181,This app worked great until I updated it today 4/24/20 It wouldnt let me in the app at all (animated logo with no end in sight) until I pressed on the app icon and went to jump to and typed in my channel that is the only way to access it my workspace is all messed up no channels that Im a part of listed it keeps saying offline and so I hit the refresh type of button and it goes away but not for long this app is totally messed up now 1 star Update: works as expected now5 stars,0.763618603,0.005783085,0.224658084,0.005940228
182,I am greatly disappointed with the new mobile apps navigation After the recent updates to the desktop I had high hopes for a great new mobile app Having to swipe contently to get around is quite about for me I am sure there are many who will love the new design I just wish slack had a option to pick between the two interfaces,0.01007442,0.010236691,0.970054834,0.009634055
183,Latest update cluttered the UI significantly and made it difficult to use The latest update also broke message sending My messages now fail to send each time no matter how many times I tap them to attempt to resend I tried submitting a feedback message and it also failed to send Previous versions of the app were fantastic  hopefully these issues are resolved soon,0.258806541,0.317747345,0.41519261,0.008253504
184,Lately when I see a highlighted channel and tap it sometimes it doesnt show the new message in the app even though there is one The channel remains highlighted and theres nothing I can do to refresh it to get it to show the message Very inconvenient for a product my job uses I just have to get on a computer or wait until the app decides to show the message Force closing the app as restarting it doesnt work either Please fix it ,0.483944047,0.00873935,0.498518921,0.008797681
185,Works great But the new version took away the ability to mute for 1 24 hours etc Now you can only turn then on or off If I dont want to be botherd with a channel I have to remember to turn it back on Please bring back the other options again I hope it still mutes my PC when I mute the phone Have not checked that yet,0.010395176,0.010580863,0.968706972,0.01031699
186,[Update 5/26/20: Problem appears to be fixed Thanks Slack] Navigation look feel and basic usage all are fine Biggest issue for me is that the latest update made uploading photos take so long For some reason on my Pixel 2 XL when I go to select a photo it takes a ridiculously long time to show the photos in the upload gallery Not sure if this is a common issue,0.007214873,0.325342676,0.007530725,0.659911726
187,The redesign for the Slack app made the app worse to use Although gestures have been adjusted the most recent update broke the ability to quickly and easily flick from left edge to access channels and workspaces Now said behavior scrolls the chat on phones with curved displays especially Theres not much in terms of Preferences to turn off or disable this The same feature has also caused reacting to messages to be harder (gesture takes over as a swipe despite a quick tap),0.066739662,0.006943907,0.465592859,0.460723571
188,Im not getting any notifications on one of my companies channels It was working before just fine I left the channel and rejoined and it worked for a day and then stopped sending notifications again for that specific channel The rest of the channels are sending notifications fine I have all channels set up to get notifications How can I fix this Thank you for your response I was able to troubleshoot my android and everything appeared fine How do I run the notificaitons troubleshoot test on my desktop Thats where the issue is thanks,0.317563686,0.07080847,0.417708952,0.193918892
189,Ive been using slack for years However over the past several months their quality has decreased as the outage time has increased Theres been at least 5 sizable outages in the past few months which have severely impacted our teams communications at a time where digital communication is more important than ever Its been extremely frustrating and has not been proactively addressed by Slack I would recommend looking elsewhere,0.010603422,0.010820774,0.010669621,0.967906184
190,In general it is a good app But once you open it with a certain passwordas I did accidentally on my phone linking with previous work but not my current workplaceId like to relog in using my Google connections to the current work But Slack keeps sending me back to the previous version I havent managed to log out of the phone version so far although I am able to use the correct one on my laptop It would help a lot if I could easily merge the phone one Thanks,0.006785017,0.006967195,0.006930108,0.979317681
191,Android TV  Tablet not easy to use I am using Odroid running Android 9 and this app is difficult if not unusable to switch workspaces Adding an existing is even more difficult Threads side bar once opened cant be closed or controls are invisible App starts in portrait then rotates constantly and is ill formatted for 1920 by 1080 with keyboard and mouse as input device This is typical of most Android applications but someone needs to reconize this Streaming devices are often TV HDMI,0.007915624,0.00785146,0.00774518,0.976487737
192,Last update KILLED THE APP Were having SO MANY issues every morning with conference calls People in my team had so many issues with the iOS app now Android is now on par with iOS with the latest update The volume output on speaker is now SUPER low Some users are muted and cant ever unmute God damn slack please step up your game You went from a perfectly working app to something completely unreliable in your last update,0.007528701,0.00757912,0.977356064,0.007536114
193,Mobile notifications which is probably the biggest reason to use this app are absolutely horrible More often than not I get notifications for messages that I read hours before I rarely get notifications on time Other people in my company have experienced the same thing We all just ended up turning notifications off because theyre so bad,0.009829644,0.970347252,0.009922298,0.009900806
194,Inconsistent Sometimes I get messages right away sometimes not If my desktop app is open not necessarily foreground but minimized my mobile doesnt receive notifications As of the last few months a more annoying issue has risen: I will get a notification on mobile tap it in the notification tray and the channel to which I go does not show the new message Not until I reset cache can I see the new messages This is a daily occurrence,0.973655909,0.008698369,0.008980886,0.008664836
195,My messages keep disappearing while Im writing them and not only are they not saved but there is no saved drafts or archived option anywhere in the entire app menus or preferences The instructions in support for this issue or as close to it as I could find direct me to menu options which do not exist in the app I installed Tedious And I have to use slack for a committee Im on,0.306482888,0.0110712,0.010454679,0.671991233
196,Notifications not working properly Images show up as a black tile in gallery when trying to attach half the time When typing in username to send message to someone new I click on their name and nothing happens and it doesnt make a new thread Only way for a new thread is to find one of their previous messages in another group /channel and then clicking send message,0.499291975,0.484044225,0.008551249,0.008112551
197,we use this app for our organization and it works greatmost of the time Recently I have been having major issues however My messages will randomly disappear after I have posted them very frustrating Sometimes a message also appears to post twice but then *usually* corrects to only having sent once after closing and reopening the app Please fix,0.01016539,0.010077734,0.969559951,0.010196926
198,Only one issue but big usability goof Starred channels with unread messages show up in same list with unstarred with unreads The whole point of starring channels is to see important unread messages amongst the flood of stuff you usually dont care about The mobile app kills that feature that is present in desktop app Big drop on the part of slack Otherwise great stable front end for slack,0.485495708,0.230771443,0.275525669,0.00820718
199,The app is completely unreliable sending notifications I only see messages came in when I look for them For a tool used in business getting critical messages hours after theyre sent is useless Likewise randomly checking the app often enough to get them is a waste of time I dont have Pretty embarrassing for the company who thinks theyll be the end of email,0.975552811,0.008127159,0.008125588,0.008194442
200,I have been using slack for a couple of months and it has worked fine The only problem is that I dont get notified when I get a new message and I turn the notifications ON and all the settings are right but it does not work The same happens to my team I send messages and they dont get the notification So you have to be constantly checking to see if you have any messages and that is very annoying My team and I have missed meetings because we never received a notification PLEASE FIX,0.007853801,0.007654816,0.976765927,0.007725456
201,The most difficulty messaging app ever In this day and age it should be stupid simple to message between coworkers this is not its easy just to use our phone messaging service that guess what  we are already paying for so why pay for another keep it Its worthless,0.013255242,0.466577017,0.012993707,0.507174035
202,Doesnt load new messages/update when new messages are posted It will notify you of new message and when you click on the notification it takes you to the channel but none of the new messages are loaded Only fix is to completely exit the app and relaunch every new channel post Horrible Also if you go from 4g to wifi any messages during network change never come through So you miss important messages and look like the class idiot for not knowing details that the rest of the team know,0.006059692,0.006152293,0.981869809,0.005918207
203,The new update is really buggy I get notifications for new messages but when I click on the notification it goes to the channel but doesnt show the message Non of the new messages are showing up and the bold indicator of the channel wont go away Very annoying since I dont have access to my laptop right now,0.009554216,0.009357337,0.97184816,0.009240288
204,Unreliable Ive been playing with the notification settings for two weeks Ive tried every configuration I still do not get notification for some message and Ill get them for other cant stand this app I will be pushing to stop using it at work until the notification system is more reliable,0.530480407,0.014979848,0.015255107,0.439284638
205,Since the new update (March 18) Im regularly having the same problem that Pratik Shetty mentioned below in the reviews  Im using a mobile version on Samsung Galaxy Tab A and the back and home buttons for the Tablet screen overlay Slacks new message field As a result I try to type a new message and the app collapses  Frustrating to say the least given that my tablet is the main way I use Slack,0.006964843,0.007047465,0.978903436,0.007084256
206,Unfortunately it just feels like theyre trying so hard to make it userfriendly that it takes all power out of the users hands I feel like I cant do anything Trying to connect multiple accounts between my computer and phone is an awful process The magic links that get sent to my email dont sign me in automatically I cant tell which accounts are connected to which email and there is no easy way to find that out Customizing servers as an admin is impossible Used the app for 4 years,0.006357493,0.132519714,0.006289482,0.854833312
207,Dont rely on the apps notifications for anything important I got an 8:55 slack message about my 9:00 meeting being in a different place and the notification came through at 9:45 after the meeting was already over Often I dont get any notifications for messages at all,0.013119412,0.013693846,0.960229933,0.012956809
208,I use the app constantly and find it adequate for most messaging tasks However it has a few fundamental problems that make it difficult to use as constantly as I need it First it stores an inordinate amount of data (Im at 1gb currently) second the user search functionally is pretty bad it doesnt match complete input so even when typing a full username I still must scroll to find a recipient (my org has 200k users) third it fails to properly upload shared files most times,0.007225614,0.45646642,0.007314052,0.528993914
209,The app suddenly started crashing and not responding A LOT Chews through battery And a feature they used to have has been gone for a while: auto clearing Android notifications once you view a message on desktop All in all an app that started out AMAZING two or so years ago has gotten worse to the point of me literally being unable to use it due to the app being unresponsive and crashing,0.975045804,0.008156588,0.008317733,0.008479876
210,Yikes there are some serious issues here Ill have notifications of new messages but they wont actually show up When I do see the new messages they dont get marked as read These are the bare minimum requirements of a messaging app (I wouldnt even call them features) and theyre busted These issues have been present for months,0.010890755,0.967229663,0.01099601,0.010883572
211,If you are sending a one time login link via email you need to take into account that most good businesses will prescan all incoming URLs which means your one Time link wont work when its actually received How is this not taken into account for a business app Also had bad problems with sending images If image upload fails then you cant just cancel and resend was not working Had to uninstall app to clear the stuck resend which is pinned to the bottom and doesnt scroll away Fix it,0.434226488,0.006469725,0.00650458,0.552799206
212,I was on vacation Aug 716 and was only viewing slacks (not responding) Now that Im back to work Im experiencing the same issue everyone else is noting I cannot type because my slack lags and takes a long time to actually show what I typed My email and texts and even this review is not experiencing the same issue This is having a huge impact on my productivity and Id imagine others as well Can there be a rollback to the previous version which wasnt experiencing this issue,0.008212809,0.008186608,0.008174856,0.975425727
213,Works at a basic level but is buggy compared to iOS and Windows versions of the app Sensitivity for sliding left and right between levels of conversation is inconsistent (not sensitive enough) which funnily enough is the opposite issue from the last update Notifications will occasionally fail to come through and indications that someone else is typing sometimes dont show when they should or show when they shouldnt Could be better and is lacking compared to other messaging apps,0.008998794,0.009220398,0.742862455,0.238918352
214,Ive used Slack for a little over a year and Ive enjoyed it But this newest update has killed it the new interface is terrible and forced swiping isnt that great Now its hard to click to comment or emoji because the app thinks Im trying to swipe I have to long press in order to do anything which gets clunky after a while,0.008527108,0.97425541,0.00857741,0.008640072
215,Since the latest update major features no longer work I constantly have to uninstall and reinstall the app to get some features to function It is difficult to reply to messages because my home screen buttons cover the message box The 3 dot menu doesnt function at all so I cannot set my status or change my preferences Sometimes I cannot even select a channel to talk in It is the only app that I have trouble with on my tablet,0.225976598,0.007841876,0.641356481,0.124825045
216,I dont know how you could roll out a new UI with so many bugs and issues I can barely use my phone app right now and I cant trust it to get or send messages in real time Its not like Im doing complicated things on Slack These things are the basic backbone of the system: sending and receiving messages It sucks to log in on the desktop and see that my phone app just wasnt loading new threads Fix the Android App,0.006289991,0.006372996,0.472748014,0.514588999
217,Edit: 2 months later and still having same issue listed below Also scrolling through messages to find older messages is cumbersome Sometimes the app forces me bach to most recent messages so I have to scroll back to older messages again Good app Only thing is that sometimes after sending a message a blank space shows up but the text doesnt appear unless I tap it,0.975415608,0.008152852,0.008239524,0.008192016
218,Lately a few bugs I am trying to see if my version is updated I use this for work and its vital that I can communicate through it Lately I have noticed that in one of my dms with the manager and supervisor even when they use my name same way as always I am not being notified of the new message It was not a good situation It is happening intermittently with this one group dm,0.011134276,0.191601619,0.786393424,0.010870681
219,Im a long time slack user and have generally been delighted by it However this version is completely unreliable and barely usable It has hard crashed my phone twice in the last day and Im not doing anything out of the ordinary There are some severe mobile usability issues that need to be addressed,0.011076368,0.010987785,0.011168836,0.966767011
220,Im not even receiving any of the messages or notifications for anything anymore And I have not done anything different with my phone since I started using it I will be lucky if I get any order notifications currently And its so laggy from when I receive an order notification from when I actually get the order can be from instant to 10 minutes later,0.167728823,0.011558365,0.011712879,0.808999933
221,I updated the app a couple of days ago It worked fine before Now the emoji that are responses to messages randomly disappear and reappear The emoji picker is slow to load partially blocked and difficult to close (as a double backspace no longer works) I regret updating Edit: Almost a month later these problems have not been fixed,0.972422515,0.009067745,0.009278064,0.009231675
222,I guess it works but it feels clunky Lack of ability to view shared screens is a major mark against considering the competition (and webcams even work now so its not like video isnt something that cant be done in this very app) Nor is there an ability to synchronise an app connection with a desktop connection (for the screen sharing) so I end up appearing twice on calls Also a recent update took away the option to switch audio sources on calls so to use my bluetooth headset I need to turn it off and turn it back on again FOR EVERY CALL That pushes the experience down to unpleasant,0.005537645,0.126277668,0.862713041,0.005471646
223,I get the people running the app need money to keep it running but limiting messages to only be seen for a month no group calls/video calls (and then even limiting the number of people who can join in the 699 monthly plan) and limiting what permissions people can have/get/give was not it chief You can do all this and MORE with Discord If youre a company I suggest using something else unless you want to give 1299$ a month for these things that are free on Discord,0.008373862,0.008542734,0.974667737,0.008415666
224,Dont like the fact it force downloads media notifications into my storage You can delete them but theyre always back the next day UPDATE = got contacted by the slack team who said they would look into seeing why they download never heard backand after opening my music player today I was greeted with 30 more unwanted notifications Uninstalled because I literally cant take it anymore,0.008640207,0.442690518,0.008498274,0.540171
225,I really like slack however I have a Samsung se 10 (I think) and recently the app has been freezing hard core or the screen stutter/shakes I figured this would be the best way to alert the developers It used to work fine and in a timely manner but now its almost unusable I constantly have to switch to my iPad or computer to use which is fine when Im home but inconvenient when Im not I see theres a long line of Samsung users here experiencing this issue too Plz fix,0.006469269,0.006373936,0.006422171,0.980734624
226,Whatever was in the update on Oct 23 it has caused massive problems The app consistently freezes Sometimes everything goes blank and sometimes you can see your last channel and the chat but everything is still locked Cant even scroll up and down in the chat channel you can see Android device most recent OS using Samsung Tab A 2020 model 11/9/2020 I should have noted that the only solution ended up requiring a complete uninstall and new installation Ive done that 3x,0.007332101,0.007198125,0.978021994,0.00744778
227,Update 6/2021 Now with firewall allowing slack I still cant pull channels What is being used besides Google play services Something is being blocked 7/2000 No offline use is ridiculous No notifications of messages found out they break it on purpose until you update to newest app Annoying way to force an update Yes miss critical business messages and look clueless Thanks Still same issue when theres an update to install they break notifications so you are forced to install,0.006334135,0.980743401,0.006479039,0.006443425
228,Mobile Push Notifications are Hit or Miss I have used this app for years but the main problem is inconsistencies with push notifications Ive had channels have notifications that did not alert me that had responses minutes after I switched to another app and were still not alerting me 30 minutes later Also if you have your desktop app/page for slack open it also affects your mobile notifications sometimes either very late or not at all Really bad because 99% use this for business,0.006808417,0.196431727,0.006687472,0.790072383
229,LatelyThe app has been Horrible Sometimes the notifications come in sometimes they dont When you check the new messages the app doesnt update You have to close the app and reopen it to see those new messages Update: thank you for responding Feel free to update your comment once the bug has been fixed,0.010106884,0.010505155,0.969298499,0.010089463
230,Removed a star Issue below might be fixed but since notifications rarely work it is hard to tell Mobile app suffers from an updating issue Often will receive a notification that a new message has arrived but clicking on the notification will bring up the appropriate channel without the new message(s) Is necessary to actually close the app and reopen to get the message(s) to show Have heard same complaint from other users Difficult to find inapp feedback option is pretty much useless,0.980292276,0.006555174,0.006609876,0.006542674
231,Normally I think slack is a great app but in the last 24 hours it has become completely unusable for any extended period of time If I kill it and start fresh I can get maybe a message out before it completely slows down and becomes unresponsive Sometimes channel rendering and navigation just freeze at a loading view and other times the keyboard becomes borderline impossible to use Very frustrating,0.008488764,0.008348202,0.974676622,0.008486412
232,Latest update totally sucks The new UI is plain awful Cant you idiots just leave well enough alone Stop messing with everything trying to optimize my experience Slack used to be so much nicer than its competitors because it kept things simple and easy to use Now its starting to feel like the Facebook app where doing anything takes 10 clicks and I have to search around endlessly for simple things like chat I bet theres some fool VP who thinks Feeds are magical and that your magical AI systems know more about what I want than I do You suck at your jobs,0.006245421,0.980938722,0.006510502,0.006305356
233,The app has become nearly unusable in the past couple weeks If I open the app from a notification itll freeze before it even loads the messages If I manage to get messages to load the app will become unresponsive as I scroll through a channel especially if new messages are coming into the channel (Using Google Pixel 4),0.009460787,0.009225619,0.971838614,0.009474981
234,I consistently see notifications for messages that when I click through dont show in app The notification engine serves more up to date data then than the app Really not productivity evening App is enerally clunky with communicating and runs slow (might be because Im on a pixel 1) App really just ok for reading messages and I have to rely on notifications to read those since they wont show in the app even when Im on wifi Love slack overall really dont like this app,0.006656445,0.248442776,0.525530851,0.219369928
235,Sucks so bad I came to Googs Play to post this Slow AF I post several comments / images at a time because it seems it freezes but its actually working There is no notification thatthe app is indded working Serious lag Of course I have to suffer through this because Slack is the interrupter of choice Stop the bloat and speed it up Slackers,0.199755898,0.011301895,0.777457922,0.011484285
236,Edited This is now fixed I think it was a change on the windows app maybe but this just started working correctly The team also put specific content on Android settings that also helped but i am now getting notifications and my dev team likes me (a bit) more Old review: Need help with Oreo and Notifications I dont think your Android app team gets how to keep the app sending notifications in Oreo given features to reduce battery consumption My dev team hates that I dont get their notifications if I am not at my desk but Slack seems to always be shut down on my Oneplus 3T on Oreo I have tried every setting I can find online to keep Slack awake but it never seems to fix the issue I really need this resolved as it is hurting productivity when my team is blocked on approvals or requirements from me,0.004335789,0.004526288,0.004419628,0.986718295
237,near as I can tell the only reason to use this app is Im on mobile and the people Im working with dont want to use Discord I like all my friends that insist on using this service a little less for making me use this its broken you cant even upload your own animated gifs and have them be animated I am taking on faith that its more useful on desktop,0.008826675,0.413335183,0.008832665,0.569005477
238,Near completely stagnant development for over a year possible more than two and the first major change is just ugly genetic looking new logo for the sake of change and giving lots of money to some random design firm All companies I work with switched to other options already except one that uses free Edit: Other phone accidentally got updated to the new logo version New UI color scheme looks like they picked random colors as some dont work like dark grey on dark purple,0.005365764,0.983773265,0.005468997,0.005391973
239,I used to have little to no problems with slack but now Im missing messages most of my chats wont load and I cant search key words Its not my connection its the app I dont know what happened but this has made my job incredibly difficult I know some of the crew members I work with have a lot of the same issues Please fix your app its not a game I can just delete Its required for me to do my job and Im getting in trouble because of these bugs,0.006961495,0.978899651,0.007136249,0.007002605
240,So frustrating Theres no way to set your status or availability from the Android app The only thing you can do is go in and out of DND You cant set a status icon or status message Even worse Slacks own help pages give directions that dont match the app It tells you to tap the threedot button and then tap Set Status There is no Set Status option in that menu Was it removed,0.977433816,0.007481894,0.007558341,0.00752595
241,Slack continues to create bizarre design decisions that reduce usability Recent change makes clicking a slack workspace image now do the same thing as clicking the 3 dots instead of it going to the workspace If I wanted to click the 3 dots Id click that Dont make the far left target do the same thing as the right one Horrible UX,0.976457967,0.007808318,0.007949654,0.007784061
242,There is an issue when I open the app Sometimes I only see a white page with the big logo in the middle and get stuck at there without entering the app Its been persistent for a few days Please double check with the dev team This is pretty annoying My phone is Gal note 10 plus and the app is up to date,0.010609148,0.365582043,0.010792051,0.613016758
243,Blah what a nuisance SLACK can be and I have to use this app for work Its great for keeping communications for specific projects together and being highly searchable (which it should be since SLACK means Searchable Log of All Conversations and Knowledge) but the notifications can (at times) be as annoying a Reply All email conversation (which isnt entirely SLACKs fault) Also maybe its my companies security policy but SLACK will sign me out randomly and signing back in is a hassle,0.007748194,0.007888993,0.363841027,0.620521786
244,Bricks Phone Out of the blue the app started draining my HTC U11 battery freezes when open I cant type in it I have too close and reopen to see new messages Its just not functional at all Drains my battery at a rate of 1% every 45 seconds to a minute Uninstalling because this isnt viable Slack is also required for work so yay,0.010204358,0.009649117,0.970376602,0.009769924
245,Hello Slack team Here are some bugs 1 Push notifications are arriving after Ive read the messages 2 Sometimes new messages in channels are not showing up I have to close the app and reopen it in order to get the new messages 3 After catting with someone if I got back to the users list page the red notification number keeps showing against that user whose chat I just closed,0.008191468,0.008040177,0.975698071,0.008070284
246,Unusable Android App  you go to sign in and a button that you have to press comes up that says This requires an Update through PlayStore When you press Update Now it just brings you back to the install page that only has the options of uninstall and open Rinse and repeat Utterly unusable You cant sign in because you have to update first but then it wont update,0.010254506,0.10371367,0.553069505,0.332962318
247,Cant even connect using different internet connections in different areas of my city Ive tried using the magic link signing in manually putting in the workspace url manually Always get hit with Something went wrong Please try again Ill be using the iOS version on my iPad until this is fixed,0.009155798,0.009151821,0.009289203,0.972403178
248,this new update has made it so I no longer get easy access to the notifications messages on my lock screen are still visible but when I touch them to go directly to the message it doesnt do that and just puts them on read so when I have to go into the app to find the full message I dont even know what channel it came from because those are no longer emboldened either reactionary emojis arent visible anymore either Ive never had this issue with this before until the update,0.008464481,0.227416649,0.755410862,0.008708008
249,It doesnt work Ive tried signing in and having them seems me a magic link for months Ive never once ever been able to sign into the app First it says incorrect password (Is not incorrect Its the same as my desktop Slack password) Then it says an error has occurred Ive never once been able to log in,0.010260221,0.010155416,0.010260362,0.969324
250,Use slack all all day every day but the android app is getting notably more buggy First started getting a bug where Id open the app and the conversation would be scrolled back 50 or so messages More recently half the time I open the app I cant interact with it until I close and reopen it Sometimes I get both bugs at the same time Additionally the user experience is lacking Channels with messages shift up in the list after a second Also channel naming doesnt allow hyphens on mobile,0.006453667,0.006468864,0.381755782,0.605321687
251,I would like to remove the Unread group feature It makes it hard to locate the channel Im looking for as I have to look through two lists instead of one Whats more Unread appears before Starred which kind of defeats the purpose of Starred as I have to scroll down a long list of Unread to get to the Starred list Showing Unread Starred first doesnt help I would like to see Starred list first no matter what channel has Unreads Unread messages are not important Starred channels are,0.982261811,0.006079234,0.005830066,0.005828888
252,Worked well for about a month then it began to have problems connecting The network connection is not the problem since I am able to browse without a problem No it no longer connects even reinstalled the app No success,0.018380957,0.017106173,0.806538752,0.157974117
253,The app doesnt recognize when you read messages so I always have tons of red notifications until I go to my desktop and reread them there Its frustrating because I keep thinking I have new messages and dont Also the push notifications do not work even though I enabled them on mobile and through the desktop app Seems like slack is either slacking on mobile totally or focusing on iOS,0.00966568,0.009511834,0.971499413,0.009323073
254,There is no way a company of Slacks size and stature should have released a product this buggy Its clearly untested on Android tablets Menu items dont work channels always appears when switching to the app no matter what you were on before and channels is empty no notifications on DMS and tech support will ask you for a screenshot when they could just try it themselves Boo I dont want to reach out to you again Acknowledge the problems in Play and deploy a fix,0.571518326,0.00735827,0.413513344,0.00761006
255,Terrible app so many problems Example  when I go to reply the android navigation buttons are over the text box in portrait mode so clicking in that box just closes the app I was able to work around this by switching to landscape mode but then you cant see what youre writing or the message thread Now also if your phone switches back to portrait in the middle of writing you lose the whole message you just wrote Basically unusable on Android,0.007379973,0.199092843,0.007007449,0.786519735
256,I like the app and its channels and such but Im beyond mad that once again APPLE gets more abilities on an app than android I cannot send a video through slack but hey no biggie Apple got it Im a supervisor and it is extremely inconvenient to have your employee do the work for you because I am unable fix it,0.20117007,0.774388746,0.012203806,0.012237379
257,I started on Slack like 3 or 4 years ago because my company uses it Ive grown to really like it a lot I only use it for work but I was thinking about it: it seems like a platform like this could easily be used to connect family and friends way better than what Facebook has become I dunno regardless the app is great for a small business team and Id recommend it,0.007456847,0.977020253,0.007751499,0.007771401
258,Used to work fine but has recently become extremely sluggish on a Pixel 2 Typing will hang the phone for a few seconds Loading a channel almost takes tens of seconds as does figuring out whos online when the app runs If its helpful for debugging I have several workspaces added to the app,0.01055721,0.009706317,0.010451785,0.969284688
259,So far I am not the most pleased with this app I need it for my formula sae club but I cant figure out how to login Most apps use a simple email and password This uses some sort of specific web address that I cant seem to find So now Im logged out of my account and cabt figure out how to get in The emails Ive been sent with the confirmation of my email take me to a blank page so they arent working I would mu h prefer a simple username and password,0.00751372,0.32739119,0.007483979,0.657611111
260,Slack disappeared from my app collection when my phone rebooted itself I restored all the old settings and all my apps messages photos etc came back with the exception of Slack I never had a problem with it before but now Im not even able to reinstall it manually Play store gives me a message that they are unable to install Slack I dont know what changed but its crucial to my job that I use Slack for communication so I really need it back Will give more stars when I have it back,0.007485061,0.007451317,0.207074789,0.777988833
261,New UI is a security concern When something is shared with you via dm the first part of that persons email address is used to identify them in the notification rather than their name or slack handle This information should not be visible to anyone but administrators of the slack workspace,0.240905979,0.013839035,0.243469486,0.5017855
262,I was just reading the other reviews and Brandon is right App worked great until most recent update I have to reset my phone at least 5 times a day just so I can recieve latest messages Very disappointed with the service,0.014102455,0.0136271,0.645136977,0.327133468
263,Notifications are super unreliable Instead of the new super ugly UI it would have been nice if I didnt miss notifications all the time Even after multiple reinstalls and making sure all battery optimizations are off still the majority of notifications dont come through,0.152053888,0.597118304,0.23866839,0.012159419
264,While I like the app there are few issues that are extremely annoying 1 Why are the categories user created or system default(like Top priority) shown at the end after all channels user is part of are displayed Doesnt top priority mean something This needs to be addressed ASAP 2 It seems like app struggles im adopting tp dark theme at times some sections of the app are light colored while some are system default dark theme mode,0.007091062,0.652948545,0.007038805,0.332921588
265,The app seems to jump from one bug to another They squash one and another annoying one pops up Recently when I select an unread channel or DM it takes upwards of 1015 seconds to load the app just hangs there Sometimes unread channels dont actually show unread messages when I select then as well Generally the app has felt unreliable and unstable in the last 6 months,0.97188148,0.009275126,0.009540605,0.009302788
266,If you only have a single workspace its kind of ok but the number of presses to switch workspaces is painful Even just allowing the back action to go to the Workspace Selector would be better than having the back action exit the application Separately attaching an image to a message seems to crash Slack constantly Most of the time the pictures dont even load in the selector much less upload to the channel,0.973499501,0.008687582,0.008957008,0.008855909
267,In latest build notifications no longer works My co workers and I noticed we no longer get notified of @ messages Uninstall and reinstall did not fix my problem as others have mentioned This is a huge miss in terms of functionality and needs to be fixed,0.011815675,0.963932927,0.0122881,0.011963298
268,Notifications for a whole channel just dont show up Every time I open a channel in any workspace the whole screen shakes and I cant do anything No buttons work I cant add a message The only thing I can do is reply to an existing message Its made the app virtually useless,0.962061348,0.012791335,0.012642663,0.012504654
